raw_intervention_name,normalized_name,nct_ids,clinicaltrials_intervention_type,previous_drug_type,new_pipeline_scope,scope_reason,scope_method,scope_confidence,dashboard_eligible,manual_review_required
PC-DATA tool,pc data tool,NCT01548053,OTHER,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
"Community Rx-Dementia ""CRxD"" Caregiver Resources",community rx dementia crxd caregiver resources,NCT04146545,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
A Program of SUPPORT-D (dementia),a program of support d dementia,NCT05501119,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Audiovisual stimulation VR system,audiovisual stimulation vr system,NCT06234930,DEVICE,device,Non-Drug Intervention,intervention type is DEVICE,rule_type,high,False,False
intervention with this name in MindEase app,intervention with this name in mindease app,NCT05850975,OTHER,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
reading about anxiety,reading about anxiety,NCT05850975,OTHER,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
1 Nebulized inhalation for booster groups,1 nebulized inhalation for booster groups,NCT05330871,BIOLOGICAL,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
2 Nebulized inhalation for booster groups,2 nebulized inhalation for booster groups,NCT05330871,BIOLOGICAL,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
3 Nebulized inhalation for booster groups,3 nebulized inhalation for booster groups,NCT05330871,BIOLOGICAL,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
4 Nebulized inhalation for booster groups,4 nebulized inhalation for booster groups,NCT05330871,BIOLOGICAL,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
5 Intramuscular injection for booster groups,5 intramuscular injection for booster groups,NCT05330871,BIOLOGICAL,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
6 Intramuscular injection for booster groups,6 intramuscular injection for booster groups,NCT05330871,BIOLOGICAL,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
7 Intramuscular injection for booster groups,7 intramuscular injection for booster groups,NCT05330871,BIOLOGICAL,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
8 Intramuscular injection for booster groups,8 intramuscular injection for booster groups,NCT05330871,BIOLOGICAL,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
9 Intramuscular injection for booster groups,9 intramuscular injection for booster groups,NCT05330871,BIOLOGICAL,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
10 Intramuscular injection for booster groups,10 intramuscular injection for booster groups,NCT05330871,BIOLOGICAL,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
11 Nebulized inhalation for booster groups,11 nebulized inhalation for booster groups,NCT05330871,BIOLOGICAL,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
12 Nebulized inhalation for booster groups,12 nebulized inhalation for booster groups,NCT05330871,BIOLOGICAL,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
13 Nebulized inhalation for booster groups,13 nebulized inhalation for booster groups,NCT05330871,BIOLOGICAL,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
14 Nebulized inhalation for booster groups,14 nebulized inhalation for booster groups,NCT05330871,BIOLOGICAL,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
15 Intramuscular injection for booster groups,15 intramuscular injection for booster groups,NCT05330871,BIOLOGICAL,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
16 Intramuscular injection for booster groups,16 intramuscular injection for booster groups,NCT05330871,BIOLOGICAL,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
17 Intramuscular injection for booster groups,17 intramuscular injection for booster groups,NCT05330871,BIOLOGICAL,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
18 Intramuscular injection for booster groups,18 intramuscular injection for booster groups,NCT05330871,BIOLOGICAL,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
19 Intramuscular injection for booster groups,19 intramuscular injection for booster groups,NCT05330871,BIOLOGICAL,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
20 Intramuscular injection for booster groups,20 intramuscular injection for booster groups,NCT05330871,BIOLOGICAL,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
21 Nebulized inhalation for primary groups,21 nebulized inhalation for primary groups,NCT05330871,BIOLOGICAL,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
22 Nebulized inhalation for primary groups,22 nebulized inhalation for primary groups,NCT05330871,BIOLOGICAL,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
23 Nebulized inhalation for primary groups,23 nebulized inhalation for primary groups,NCT05330871,BIOLOGICAL,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
24 Nebulized inhalation for primary groups,24 nebulized inhalation for primary groups,NCT05330871,BIOLOGICAL,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
Semaglutide (Rybelsus®) combined with other interventions,semaglutide rybelsus combined with other interventions,NCT07135245,DRUG,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
Semaglutide (Rybelsus®),semaglutide rybelsus,NCT07135245; NCT07200622,DRUG,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
Enhanced Consent Procedure,enhanced consent procedure,NCT00453544,OTHER,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
Routine Consent Procedure,routine consent procedure,NCT00453544,OTHER,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
"Placebo (Part A, B, C)",placebo part a b c,NCT02323334,DRUG,placebo_or_sham,Placebo or Comparator,placebo/sham/vehicle-control arm,rule_classification,high,False,False
A mix of natural treatments and medications,a mix of natural treatments and medications,NCT02260167,OTHER,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
Huperzine A,huperzine a,NCT00083590; NCT01282619; NCT02931136,DRUG,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
Data-Driven Clinical Recommendations,data driven clinical recommendations,NCT04082611,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Coached Data-Driven Clinical Recommendations,coached data driven clinical recommendations,NCT04082611,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Usability evaluation of BrightGo computerized device for cognitive therapy of individuals with early Alzheimer's Disease,usability evaluation of brightgo computerized device for cognitive therapy of individuals with early alzheimer s disease,NCT04731311,DEVICE,device,Non-Drug Intervention,intervention type is DEVICE,rule_type,high,False,False
Dronabinol (Marinol®),dronabinol marinol,NCT02792257,DRUG,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
Assessment of drive abilities,assessment of drive abilities,NCT01566071,OTHER,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
Lighting Intervention,lighting intervention,NCT04073628,DEVICE,device,Non-Drug Intervention,intervention type is DEVICE,rule_type,high,False,False
Changing Talk Online (CHATO),changing talk online chato,NCT04610944,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Healthy Minds Program,healthy minds program,NCT06745934,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Azeliragon,azeliragon,NCT02080364; NCT03980730,DRUG,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
REALSOCOG,realsocog,NCT05558709,OTHER,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
BCS,bcs,NCT05558709,OTHER,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
Hetero-questionnaires,hetero questionnaires,NCT05558709,OTHER,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
Small Steps Program,small steps program,NCT06291909,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Comparator Program,comparator program,NCT06291909,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Positron Emission Tomography,positron emission tomography,NCT00205621,DEVICE,device,Non-Drug Intervention,intervention type is DEVICE,rule_type,high,False,False
