nct_id,title,phase_clean,drug_type,target,status_clean,is_aribio,developed_drug,developed_drug_normalized,drug_classification,classification_reason,official_pipeline_match,official_source_url,verification_status,classification_confidence,needs_manual_review,pipeline_scope,scope_reason,scope_method,scope_confidence,manual_review_required,diagnostic_subtype
NCT02750306,Safety and Efficacy of Suvorexant (MK-4305) for the Treatment of Insomnia in Participants With Alzheimer's Disease (MK-4305-061),Phase 3,Small Molecule,Neuropsychiatric,Trial Completed,False,Suvorexant,suvorexant,investigational_therapeutic_unverified,sole investigational candidate identified (Suvorexant); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT00531804,A Multiple Ascending Dose Study of R1450 in Patients With Alzheimer Disease.,Phase 1,Biologic,Amyloid,Trial Completed,False,Gantenerumab,gantenerumab,sponsor_developed_therapeutic,official pipeline record matched (Gantenerumab) but source_url is blank — verify manually,True,,pipeline_record_match_without_source,medium,True,Therapeutic Drug,confirmed or unsourced official sponsor-pipeline match,rule_classification,medium,False,
NCT02263287,"LESCOD: ""Lewy Body Screening in Cognitive Disorders""",NA,Non-Drug/Behavioral,Other,Discontinued,False,LeSCoD scale,lescod scale,investigational_therapeutic_unverified,sole investigational candidate identified (LeSCoD scale); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT02503098,Optimizing a Smartphone Application for Individuals With Eating Disorders,NA,Non-Drug/Behavioral,Other,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT06079216,Making Connections Thru Music,NA,Non-Drug/Behavioral,Other,Active,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT06511752,Educational Support Group Program for Bilingual and Spanish-speaking Carepartners and People With Progressive Aphasia,Early Phase 1,Non-Drug/Behavioral,Other,Active,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT04169126,Topography Staging and Dual Phase Image Quantification of Tau PET in Cognitive Impairment Subjects,Phase 2,Small Molecule,Tau,Unknown,False,F-18 PMPBB3,f 18 pmpbb3,investigational_therapeutic_unverified,sole investigational candidate identified (F-18 PMPBB3); not yet confirmed via official pipeline,False,,no_match,medium,True,Diagnostic Agent,isotope-labeled tracer name (18F/11C-style notation) combined with diagnostic study context (ClinicalTrials.gov Primary Purpose: DIAGNOSTIC and/or explicit PET/SPECT/radioligand/imaging wording in the trial's title or brief summary),rule_keyword,high,False,Tau PET tracer
NCT00795730,Multiple Dose Study Evaluating the Safety and Tolerability of NSA-789,Phase 1,Small Molecule,Other,Trial Completed,False,NSA-789,nsa 789,investigational_therapeutic_unverified,sole investigational candidate identified (NSA-789); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT02859207,A Study to Evaluate the Pharmacokinetics of E2609 and Its Metabolites in Subjects With Mild and Moderate Hepatic Impairment Compared With Healthy Subjects,Phase 1,Small Molecule,Amyloid,Trial Completed,False,E2609,e2609,investigational_therapeutic_unverified,sole investigational candidate identified (E2609); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT03378037,The Effects of Acupuncture on the Risk of AD After TBI,NA,Non-Drug/Behavioral,Other,Unknown,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT00208819,A Comparison of Two Standard Therapies in the Management of Dementia With Agitation,Phase 4,Small Molecule,Neuropsychiatric,Trial Completed,False,risperidone,risperidone,investigational_therapeutic_unverified,sole investigational candidate identified (risperidone); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT00471211,"Study Evaluating the Safety, Tolerability and Efficacy of PBT2 in Patients With Early Alzheimer's Disease",Phase 2,Small Molecule,Amyloid,Trial Completed,False,PBT2,pbt2,investigational_therapeutic_unverified,sole investigational candidate identified (PBT2); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT06797817,Tributyrin Treatment in Mild Alzheimer Disease: Assessment of Butyrate Effects Via the Gut-Brain,Phase 3,Dietary Supplement,Other,Active,False,tributyrin,tributyrin,investigational_therapeutic_unverified,sole investigational candidate identified (tributyrin); not yet confirmed via official pipeline,False,,no_match,medium,True,Non-Drug Intervention,dietary supplement / nutraceutical — excluded from the default therapeutic view unless curated as a genuine investigational program (data/reference/intervention_scope_overrides.csv),rule_type,medium,False,
NCT00120874,"Memantine and Comprehensive, Individualized Management of Alzheimer's Disease and Caregiver Training",Phase 4,Small Molecule,Symptomatic,Trial Completed,False,Memantine,memantine,investigational_therapeutic_unverified,sole investigational candidate identified (Memantine); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT02291783,"Phase I, Healthy Subject, Safety, Tolerability and Pharmacokinetic Study of an M1 Agonist to Treat Cognitive Impairment",Phase 1,Small Molecule,Symptomatic,Trial Completed,False,HTL0009936,htl0009936,investigational_therapeutic_unverified,sole investigational candidate identified (HTL0009936); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT03928405,Effect of Virtual Reality on Balance and Gait Speed With Alzheimer's Dementia,NA,Non-Drug/Behavioral,Other,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT00407576,PET Imaging of Brain Amyloid Using [11C]MeS-IMPY,Phase 1,Small Molecule,Amyloid,Trial Completed,False,[11C]MeS-IMPY,11c mes impy,investigational_therapeutic_unverified,sole investigational candidate identified ([11C]MeS-IMPY); not yet confirmed via official pipeline,False,,no_match,medium,True,Diagnostic Agent,isotope-labeled tracer name (18F/11C-style notation) combined with diagnostic study context (ClinicalTrials.gov Primary Purpose: DIAGNOSTIC and/or explicit PET/SPECT/radioligand/imaging wording in the trial's title or brief summary),rule_keyword,high,False,Amyloid PET tracer
NCT00224497,A Dose Ranging Study To Investigate The Efficacy And Safety Of SB-742457 In Alzheimer's Disease,Phase 2,Small Molecule,Symptomatic,Trial Completed,False,SB-742457,sb 742457,investigational_therapeutic_unverified,sole investigational candidate identified (SB-742457); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT04251182,Clinical Study Evaluating Efficacy and Safety of T3D-959 in Mild-to-moderate AD Subjects,Phase 2,Small Molecule,Metabolism,Trial Completed,False,15mg T3D-959; 30 mg T3D-959; 45 mg T3D-959,15mg t3d 959 30 mg t3d 959 45 mg t3d 959,investigational_therapeutic_unverified,multiple unverified investigational candidates found (15mg T3D-959; 30 mg T3D-959; 45 mg T3D-959) — could not resolve to a single drug,False,,multiple_candidates_unresolved,low,True,Needs Review,multiple distinct unverified candidates found in one trial — scope not determined at trial level,rule_classification,low,True,
NCT03435861,Effect of Neflamapimod on Brain Inflammation in Alzheimer's Disease Patients,Phase 2,Small Molecule,Inflammation,Trial Completed,False,VX-745,vx 745,investigational_therapeutic_unverified,sole investigational candidate identified (VX-745); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT06429124,Time Restricted Eating in Alzheimer's Disease,NA,Non-Drug/Behavioral,Other,Active,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT02978742,Evaluating and Implementing a Smartphone Application Treatment Program for Bulimia Nervosa and Binge Eating Disorder,NA,Non-Drug/Behavioral,Other,Discontinued,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT05776641,Gamma Light and Sound Stimulation to Prevent Dementia in Cognitively Normal People at Risk for Alzheimer's Disease,NA,Device,Other,Active,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
