NCT Number,Sponsor,Study Title,intervention_type,intervention_name,normalized_name,classification,classification_reason,official_pipeline_match,matched_pipeline_drug,official_source_url,verification_status,confidence,needs_manual_review,pipeline_scope,scope_reason,scope_method,scope_confidence,manual_review_required,diagnostic_subtype
NCT01329484,Shaare Zedek Medical Center,Computerized Personal Interventions for Alzheimer's Patients,BEHAVIORAL,Cognitive training,cognitive training,behavioral,intervention type or name indicates a behavioral/non-drug activity,False,,,not_applicable,high,False,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,
NCT01329484,Shaare Zedek Medical Center,Computerized Personal Interventions for Alzheimer's Patients,OTHER,No treatment,no treatment,investigational_therapeutic_unverified,"sole plausible therapeutic candidate in this trial (all other interventions are placebo/diagnostic/procedural/device/behavioral), but lacks an official sponsor-pipeline match",False,,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT00606164,Blanchette Rockefeller Neurosciences Insitute,"Safety, Efficacy, Pharmacokinetics, and Pharmacodynamics Study of Bryostatin 1 in Patients With Alzheimer's Disease",DRUG,Bryostatin for Injection,bryostatin for injection,investigational_therapeutic_unverified,no confirmed pipeline match; name resembles a sponsor development code or matches a known investigational compound list,False,,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT00606164,Blanchette Rockefeller Neurosciences Insitute,"Safety, Efficacy, Pharmacokinetics, and Pharmacodynamics Study of Bryostatin 1 in Patients With Alzheimer's Disease",DRUG,Placebo,placebo,placebo_or_sham,name indicates a placebo/sham/vehicle-control arm,False,,,not_applicable,high,False,Placebo or Comparator,placebo/sham/vehicle-control arm,rule_classification,high,False,
NCT00749216,Eli Lilly and Company,Solanezumab Safety Study in Japanese Patients With Alzheimer's Disease,DRUG,Solanezumab,solanezumab,investigational_therapeutic_unverified,no confirmed pipeline match; name resembles a sponsor development code or matches a known investigational compound list,False,,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT01424436,GlaxoSmithKline,Modulation of Abeta Levels by GSK933776 in Alzheimer's Disease Patient,BIOLOGICAL,GSK933776,gsk933776,investigational_therapeutic_unverified,no confirmed pipeline match; name resembles a sponsor development code or matches a known investigational compound list,False,,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT01424436,GlaxoSmithKline,Modulation of Abeta Levels by GSK933776 in Alzheimer's Disease Patient,BIOLOGICAL,GSK933776,gsk933776,investigational_therapeutic_unverified,no confirmed pipeline match; name resembles a sponsor development code or matches a known investigational compound list,False,,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT01424436,GlaxoSmithKline,Modulation of Abeta Levels by GSK933776 in Alzheimer's Disease Patient,BIOLOGICAL,GSK933776,gsk933776,investigational_therapeutic_unverified,no confirmed pipeline match; name resembles a sponsor development code or matches a known investigational compound list,False,,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT01152216,"Medivation, Inc.",An Extension of the CONCERT Protocol (DIM18),DRUG,Dimebon,dimebon,investigational_therapeutic_unverified,no confirmed pipeline match; name resembles a sponsor development code or matches a known investigational compound list,False,,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT07166744,"University Hospital, Strasbourg, France",Contribution of Pathological Alpha-synuclein as a Diagnostic Biomarker for Dementia With Lewy Bodies,OTHER,blood sampling,blood sampling,uncertain,"no pipeline match, not a recognized development-code pattern or known compound, and not an approved background medicine; multiple unresolved therapeutic candidates in this trial",False,,,no_match,low,True,Diagnostic Agent,"drug/biologic used as a pharmacological challenge/probe agent or for diagnostic-tool/contrast-imaging development in this trial, not as an investigational AD treatment",rule_keyword,high,False,Tau PET tracer
NCT07166744,"University Hospital, Strasbourg, France",Contribution of Pathological Alpha-synuclein as a Diagnostic Biomarker for Dementia With Lewy Bodies,OTHER,nasopharyngeal swab,nasopharyngeal swab,uncertain,"no pipeline match, not a recognized development-code pattern or known compound, and not an approved background medicine; multiple unresolved therapeutic candidates in this trial",False,,,no_match,low,True,Diagnostic Agent,"drug/biologic used as a pharmacological challenge/probe agent or for diagnostic-tool/contrast-imaging development in this trial, not as an investigational AD treatment",rule_keyword,high,False,Tau PET tracer
NCT07166744,"University Hospital, Strasbourg, France",Contribution of Pathological Alpha-synuclein as a Diagnostic Biomarker for Dementia With Lewy Bodies,OTHER,Lumbar puncture,lumbar puncture,procedure,intervention type or name indicates a clinical procedure or imaging exam,False,,,not_applicable,high,False,Non-Drug Intervention,clinical procedure or imaging exam,rule_type,high,False,
NCT07166744,"University Hospital, Strasbourg, France",Contribution of Pathological Alpha-synuclein as a Diagnostic Biomarker for Dementia With Lewy Bodies,OTHER,"clinical, functional, cognitive and psychiatric evaluations",clinical functional cognitive and psychiatric evaluations,uncertain,"no pipeline match, not a recognized development-code pattern or known compound, and not an approved background medicine; multiple unresolved therapeutic candidates in this trial",False,,,no_match,low,True,Diagnostic Agent,"drug/biologic used as a pharmacological challenge/probe agent or for diagnostic-tool/contrast-imaging development in this trial, not as an investigational AD treatment",rule_keyword,high,False,Tau PET tracer
NCT07166744,"University Hospital, Strasbourg, France",Contribution of Pathological Alpha-synuclein as a Diagnostic Biomarker for Dementia With Lewy Bodies,OTHER,MRI,mri,procedure,intervention type or name indicates a clinical procedure or imaging exam,False,,,not_applicable,high,False,Non-Drug Intervention,clinical procedure or imaging exam,rule_type,high,False,
NCT05607732,Northwestern University,Primary Care Detection of Cognitive Impairment Leveraging Health & Consumer Technologies in Underserved Communities: The MyCog Trial,DIAGNOSTIC_TEST,MyCog,mycog,investigational_therapeutic_unverified,"sole plausible therapeutic candidate in this trial (all other interventions are placebo/diagnostic/procedural/device/behavioral), but lacks an official sponsor-pipeline match",False,,,no_match,medium,True,Diagnostic Agent,intervention type is DIAGNOSTIC_TEST,rule_type,medium,True,
NCT01434667,Brigham and Women's Hospital,Risk Evaluation and Education for Alzheimer's Disease (REVEAL) IV,BEHAVIORAL,APOE genotype and Alzheimer's disease risk disclosure,apoe genotype and alzheimer s disease risk disclosure,behavioral,intervention type or name indicates a behavioral/non-drug activity,False,,,not_applicable,high,False,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,
NCT01434667,Brigham and Women's Hospital,Risk Evaluation and Education for Alzheimer's Disease (REVEAL) IV,BEHAVIORAL,Alzheimer's disease risk disclosure,alzheimer s disease risk disclosure,behavioral,intervention type or name indicates a behavioral/non-drug activity,False,,,not_applicable,high,False,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,
NCT02423200,EIP Pharma Inc,"Clinical Pharmacology of p38 MAP Kinase Inhibitor, VX-745, in Mild Cognitive Impairment Due to Alzheimer's Disease (AD) or Mild AD",DRUG,VX-745,vx 745,investigational_therapeutic_unverified,no confirmed pipeline match; name resembles a sponsor development code or matches a known investigational compound list,False,,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT02079909,"FUJIFILM Toyama Chemical Co., Ltd.",Efficacy and Safety of T-817MA in Patients With Mild to Moderate Alzheimer's Disease (US202),DRUG,T-817MA-H,t 817ma h,investigational_therapeutic_unverified,no confirmed pipeline match; name resembles a sponsor development code or matches a known investigational compound list,False,,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT02079909,"FUJIFILM Toyama Chemical Co., Ltd.",Efficacy and Safety of T-817MA in Patients With Mild to Moderate Alzheimer's Disease (US202),DRUG,T-817MA-L,t 817ma l,investigational_therapeutic_unverified,no confirmed pipeline match; name resembles a sponsor development code or matches a known investigational compound list,False,,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT02079909,"FUJIFILM Toyama Chemical Co., Ltd.",Efficacy and Safety of T-817MA in Patients With Mild to Moderate Alzheimer's Disease (US202),DRUG,Placebo,placebo,placebo_or_sham,name indicates a placebo/sham/vehicle-control arm,False,,,not_applicable,high,False,Placebo or Comparator,placebo/sham/vehicle-control arm,rule_classification,high,False,
NCT03864965,University of Florida,Advance Care Planning in Cognitive Disorders Clinic,OTHER,Advance Care Planning,advance care planning,investigational_therapeutic_unverified,"sole plausible therapeutic candidate in this trial (all other interventions are placebo/diagnostic/procedural/device/behavioral), but lacks an official sponsor-pipeline match",False,,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT03060200,Babes-Bolyai University,Reducing Depressive Symptomatology With a Smartphone App,OTHER,Self-administered online CBT plus therapist check in,self administered online cbt plus therapist check in,investigational_therapeutic_unverified,"sole plausible therapeutic candidate in this trial (all other interventions are placebo/diagnostic/procedural/device/behavioral), but lacks an official sponsor-pipeline match",False,,,no_match,medium,True,Non-Drug Intervention,"name describes a non-drug (digital/behavioral) supportive activity, not a pharmaceutical",rule_keyword,high,False,
NCT03060200,Babes-Bolyai University,Reducing Depressive Symptomatology With a Smartphone App,OTHER,Sham self-administered online CBT plus therapist check in,sham self administered online cbt plus therapist check in,placebo_or_sham,name indicates a placebo/sham/vehicle-control arm,False,,,not_applicable,high,False,Placebo or Comparator,placebo/sham/vehicle-control arm,rule_classification,high,False,
